Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
Significant_Damage_And_Serious_Injuries,30.82191781,16,0,72.15132179,0.413480707,84.72,6,36877.74755,3,0.008922525,6025
Minor_Damage_And_Injuries,63.65296804,6,7,52.68915223,0.317916336,78.06,4,30190.76531,2,0.055267526,11121
Significant_Damage_And_Serious_Injuries,33.74429224,15,6,79.85414768,0.313588893,81.08,3,30317.40377,1,0.152109025,8528
Highly_Fatal_And_Damaging,34.84018265,11,19,60.25524157,0.367321313,78.64,2,28904.69701,1,0.391182536,7301
Minor_Damage_And_Injuries,46.02739726,15,9,66.86417502,0.272117562,81.82,1,32555.64383,2,1.189738509,11022
Significant_Damage_And_Fatalities,48.85844749,17,5,71.87784868,0.238940498,79.81,7,40703.06963,2,0.003553235,2380
Significant_Damage_And_Serious_Injuries,32.37442922,15,1,76.02552416,0.286181753,78.8,3,38883.49145,3,0.19273268,5318
Significant_Damage_And_Serious_Injuries,35.70776256,14,2,82.31540565,0.221270105,75.68,3,16837.05984,1,0.083257487,4979
Significant_Damage_And_Fatalities,21.87214612,15,0,55.19598906,0.240743599,76.49,1,47507.71687,2,1.748519461,1744
Highly_Fatal_And_Damaging,39.36073059,10,11,65.72470374,0.449903354,77.5,1,21489.47502,1,0.790553606,12352
Significant_Damage_And_Fatalities,38.03652968,10,1,54.05651778,0.384270465,78.47,4,35695.99017,1,0.065037421,8526
Highly_Fatal_And_Damaging,29.17808219,13,1,64.94986326,0.345684097,77.56,1,35104.56703,2,1.293845573,11976
Significant_Damage_And_Serious_Injuries,42.87671233,12,14,70.14585232,0.326931843,83.01,3,30428.30313,3,0.150707712,4611
Significant_Damage_And_Serious_Injuries,37.26027397,14,2,58.93345488,0.44485467,78.85,7,42912.52443,1,0.004297175,8166
Minor_Damage_And_Injuries,39.45205479,17,2,59.93618961,0.349290299,84.1,1,29033.29425,3,1.066359535,7045
Significant_Damage_And_Serious_Injuries,47.12328767,11,9,66.1349134,0.337750451,78.5,3,24548.43219,0,0.122797459,9244
Highly_Fatal_And_Damaging,31.23287671,12,2,74.74931632,0.20179661,76.27,1,31531.7962,1,1.162902068,2544
Minor_Damage_And_Injuries,36.07305936,18,2,76.61804923,0.346405337,78.83,1,17085.51952,2,0.664870454,3819
Highly_Fatal_And_Damaging,40.95890411,9,4,76.43573382,0.281854309,84.48,4,27206.77747,3,0.049622739,8854
Significant_Damage_And_Serious_Injuries,47.89954338,18,2,46.03463993,0.495702128,81.55,7,30664.96845,3,0.002908779,8087
Significant_Damage_And_Fatalities,41.36986301,9,0,47.17411121,0.456755139,82.08,1,38407.95471,2,1.407755268,1489
Highly_Fatal_And_Damaging,42.32876712,9,8,80.62898815,0.331619906,82.8,4,33680.09968,1,0.060911324,12014
Highly_Fatal_And_Damaging,41.14155251,9,5,80.90246126,0.291591057,83.38,1,27249.2882,3,1.006584369,2116
Significant_Damage_And_Serious_Injuries,27.39726027,17,0,76.52689152,0.20215723,78.7,4,37623.17303,3,0.068521039,7302
Minor_Damage_And_Injuries,61.23287671,10,15,72.74384686,0.427905517,79.23,2,45300.02702,3,0.610441183,228
Minor_Damage_And_Injuries,28.81278539,16,1,54.32999088,0.375254959,81.57,1,30380.86152,2,1.117649436,10411
Significant_Damage_And_Serious_Injuries,56.30136986,8,1,60.43755697,0.51265128,76.99,3,38732.7087,1,0.192532112,10430
Significant_Damage_And_Serious_Injuries,43.33333333,12,1,57.42935278,0.442690948,83.9,2,37121.91547,3,0.503141111,8007
Highly_Fatal_And_Damaging,34.79452055,11,0,74.24794895,0.198190408,80.49,6,37066.96224,1,0.008406733,9737
Significant_Damage_And_Serious_Injuries,24.70319635,18,3,62.07839562,0.518421204,83.48,6,36405.03304,1,0.008317076,9455
Highly_Fatal_And_Damaging,20.456621,15,26,58.43208751,0.467573747,77.48,4,25242.78955,1,0.045305004,11089
Significant_Damage_And_Serious_Injuries,18.35616438,20,9,68.59617138,0.308540209,76.74,3,21890.57091,3,0.106939064,3392
Significant_Damage_And_Fatalities,35.11415525,11,10,50.72926162,0.527076091,81.42,4,36601.5953,3,0.06789051,11613
Significant_Damage_And_Fatalities,68.49315068,11,3,59.11577028,0.365878832,79.21,7,35154.72726,2,0.003212363,3970
Significant_Damage_And_Serious_Injuries,41.82648402,12,0,62.67092069,0.317555716,82.41,3,21402.76011,2,0.105168518,4147
Significant_Damage_And_Serious_Injuries,56.75799087,8,10,59.02461258,0.362633249,77.17,7,39867.474,1,0.003654452,11153
Highly_Fatal_And_Damaging,26.71232877,13,25,63.90154968,0.264183916,80.96,1,23362.5383,2,0.859867418,6001
Significant_Damage_And_Fatalities,78.58447489,8,1,93.16317229,0.261659574,78.7,7,44434.08715,3,0.00394519,2289
Significant_Damage_And_Fatalities,21.27853881,15,5,45.16864175,0.699813199,79.06,1,48583.54863,2,1.781913839,7371
Significant_Damage_And_Serious_Injuries,66.57534247,9,2,37.28350046,0.594512081,80.2,4,24079.42436,1,0.043855655,11166
Highly_Fatal_And_Damaging,9.086757991,18,4,56.60893345,0.365878832,79.71,3,33783.78236,0,0.168758363,6552
Significant_Damage_And_Serious_Injuries,72.00913242,9,2,45.39653601,0.520945546,78.67,7,25644.46842,0,0.002143519,9604
Minor_Damage_And_Injuries,46.89497717,14,6,66.08933455,0.30998269,78.3,1,24554.58551,2,0.887893342,3416
Minor_Damage_And_Injuries,47.76255708,14,1,71.0118505,0.522388027,79.89,2,42622.37152,3,0.579515445,7204
Minor_Damage_And_Injuries,50.2739726,13,11,69.64448496,0.460361342,83.08,2,16200.33643,2,0.214957085,10801
Highly_Fatal_And_Damaging,18.12785388,16,5,57.83956244,0.330538045,78,5,31647.88432,3,0.021791943,12049
Highly_Fatal_And_Damaging,27.07762557,14,1,69.37101185,0.311425171,78.3,2,35553.18579,3,0.482865676,5121
Highly_Fatal_And_Damaging,46.34703196,8,2,72.01458523,0.302770285,79.76,2,39338.09069,1,0.532383165,3872
Significant_Damage_And_Serious_Injuries,48.31050228,10,4,57.52051048,0.52635485,79.21,6,32656.99709,2,0.007844445,5704
Highly_Fatal_And_Damaging,47.89954338,14,3,41.8413856,0.745972593,81.17,3,14274.05901,3,0.072851338,2117
Minor_Damage_And_Injuries,44.29223744,15,9,76.70920693,0.281854309,82.53,2,23412.78228,2,0.315570346,10891
Significant_Damage_And_Serious_Injuries,27.94520548,17,1,57.24703737,0.441609088,76.58,7,32243.55261,2,0.003101218,2595
Significant_Damage_And_Fatalities,79.40639269,8,1,74.52142206,0.478392355,82.26,1,30270.79367,0,1.113570002,3535
Significant_Damage_And_Serious_Injuries,39.49771689,13,0,72.19690064,0.416726289,78.3,3,29135.86714,4,0.145497843,1063
Highly_Fatal_And_Damaging,34.01826484,18,0,46.35369189,0.663029931,87.11,2,11344.02219,2,0.167498544,7700
Minor_Damage_And_Injuries,58.03652968,11,6,68.91522334,0.254086549,83.45,2,36790.50081,3,0.499470696,6388
Minor_Damage_And_Injuries,50.3652968,13,11,77.16499544,0.234613054,80.61,2,40666.47071,2,0.550538134,6659
Significant_Damage_And_Fatalities,52.14611872,16,0,82.95350957,0.271396322,78.11,7,37253.90537,1,0.003640686,11606
Minor_Damage_And_Injuries,43.24200913,12,10,52.14220602,0.522748648,79.89,1,21595.68715,1,0.801636301,7308
Significant_Damage_And_Serious_Injuries,37.57990868,14,9,61.89608022,0.275723765,79.05,6,33355.86404,1,0.008295639,10098
Highly_Fatal_And_Damaging,24.61187215,14,2,62.07839562,0.452788316,81.09,4,24892.55613,1,0.045340764,2111
Highly_Fatal_And_Damaging,52.23744292,9,14,78.07657247,0.179438154,78.56,1,9759.362337,3,0.416754744,6244
Significant_Damage_And_Serious_Injuries,42.51141553,12,13,79.58067457,0.222351965,79.18,6,27724.25601,2,0.006872156,7230
Highly_Fatal_And_Damaging,22.78538813,15,13,73.01731996,0.333062387,88.57,2,23513.76332,2,0.3156387,6602
Significant_Damage_And_Serious_Injuries,49.49771689,10,5,68.77848678,0.270675081,81.1,3,38968.23652,3,0.193995762,9668
Highly_Fatal_And_Damaging,20.95890411,15,9,70.55606199,0.308900829,79.58,1,36818.98439,3,1.347849527,9927
Highly_Fatal_And_Damaging,20.1826484,15,3,65.81586144,0.193502344,78.99,4,27035.83879,2,0.049008374,10172
Minor_Damage_And_Injuries,42.28310502,12,11,40.06381039,0.518781825,79.89,6,39871.18607,1,0.010025347,1223
Significant_Damage_And_Fatalities,41.36986301,9,7,52.68915223,0.328374324,77.3,3,27243.15115,2,0.135825197,3473
Minor_Damage_And_Injuries,30.59360731,16,4,53.55515041,0.310703931,76.92,6,8585.998104,1,0.000436301,8303
Minor_Damage_And_Injuries,55.66210046,12,2,80.85688241,0.219467003,81.04,2,47106.13538,1,0.637636245,872
Significant_Damage_And_Serious_Injuries,65.43378995,9,37,54.05651778,0.436560404,75.35,7,44574.06272,3,0.004076263,8380
Highly_Fatal_And_Damaging,72.55707763,7,8,18.45943482,0.774822214,79.13,3,33579.70499,2,0.16732167,3822
Significant_Damage_And_Serious_Injuries,63.69863014,13,0,45.62443026,0.496783988,79.64,1,35305.17414,0,1.297346425,1496
Highly_Fatal_And_Damaging,38.99543379,10,2,62.80765725,0.328734944,80.53,4,42489.06774,1,0.077528301,7910
Significant_Damage_And_Serious_Injuries,42.51141553,12,6,68.04922516,0.311064551,81.06,4,26755.00794,2,0.049008374,12257
Highly_Fatal_And_Damaging,44.42922374,8,4,62.26071103,0.409513884,80.06,4,30372.7583,4,0.05576251,10261
Highly_Fatal_And_Damaging,51.32420091,13,0,54.28441203,0.467213127,75.97,3,37599.70963,3,0.187522601,5912
Significant_Damage_And_Fatalities,63.19634703,13,12,66.36280766,0.572514245,76.71,3,28354.12168,1,0.142232506,1593
Minor_Damage_And_Injuries,29.08675799,16,0,42.57064722,0.447379012,83.27,4,22647.2609,3,0.041271889,6947
Highly_Fatal_And_Damaging,15.15981735,17,0,78.03099362,0.247234764,79.51,4,33822.19862,3,0.062069959,6883
Significant_Damage_And_Serious_Injuries,46.16438356,11,3,69.27985415,0.306376488,86.31,3,33523.70234,2,0.168586749,5774
Minor_Damage_And_Injuries,30.3196347,16,9,57.01914312,0.284739272,78.74,3,18917.97273,1,0.096619645,1232
Significant_Damage_And_Fatalities,28.85844749,13,6,51.27620784,0.422496213,87,4,29784.74647,1,0.054642187,2811
Significant_Damage_And_Serious_Injuries,62.78538813,6,4,80.08204193,0.502914533,79.28,3,33346.78557,3,0.166023869,5413
Minor_Damage_And_Injuries,45.34246575,15,1,72.83500456,0.329456185,81.26,2,49881.27037,2,0.678555592,8256
Highly_Fatal_And_Damaging,35.98173516,11,7,67.54785779,0.344602236,80.96,1,35322.67598,3,1.304840743,11370
Significant_Damage_And_Serious_Injuries,38.08219178,13,3,65.95259799,0.338832312,75.68,3,36742.99032,1,0.182502203,7606
Significant_Damage_And_Fatalities,12.69406393,18,6,55.37830447,0.30998269,82.81,4,36830.54453,3,0.067308421,3054
Highly_Fatal_And_Damaging,11.50684932,18,1,88.28623519,0.179438154,77.63,2,30094.08924,2,0.408795984,6574
Significant_Damage_And_Serious_Injuries,77.76255708,8,0,51.45852325,0.640310855,79.03,7,24122.82342,3,0.002217475,186
Significant_Damage_And_Serious_Injuries,40.3652968,13,5,70.69279854,0.372369996,78.23,4,28800.00586,2,0.052745465,1855
Highly_Fatal_And_Damaging,28.90410959,13,2,68.36827712,0.398695276,81.48,4,32874.41186,2,0.060013009,11124
Minor_Damage_And_Injuries,54.97716895,12,4,59.98176846,0.374894338,79.31,6,36365.81771,2,0.009197041,8598
Significant_Damage_And_Serious_Injuries,34.93150685,14,13,62.07839562,0.456033898,80.35,6,18816.72362,1,0.004280063,3926
Minor_Damage_And_Injuries,44.42922374,12,14,51.77757521,0.549795168,80.32,7,38896.17291,2,0.003654452,5446
Minor_Damage_And_Injuries,41.55251142,16,6,84.13855971,0.280411828,81.08,2,30336.18148,1,0.412117131,5755
Significant_Damage_And_Fatalities,9.315068493,19,10,49.86326345,0.354699603,77.56,7,27972.92065,1,0.002902411,3122
Significant_Damage_And_Serious_Injuries,39.9086758,13,4,82.22424795,0.318276956,81.53,3,23126.29197,1,0.114395822,11768
Significant_Damage_And_Serious_Injuries,62.37442922,6,2,57.42935278,0.466491886,79.1,5,43400.02761,3,0.030341706,3217
Highly_Fatal_And_Damaging,27.16894977,13,4,67.7301732,0.252644068,89.13,4,25170.33063,0,0.045830423,8851
Significant_Damage_And_Serious_Injuries,40.77625571,13,17,73.33637192,0.45819762,76.4,3,37862.91999,3,0.189583681,5322
Minor_Damage_And_Injuries,47.48858447,11,0,53.91978122,0.432232961,79.6,2,40360.61209,2,0.545562193,4091
Minor_Damage_And_Injuries,46.84931507,14,9,83.8650866,0.289427335,87.79,2,40622.72929,3,0.549198026,11872
Highly_Fatal_And_Damaging,38.44748858,10,7,85.59708295,0.263823296,81.7,2,22068.22223,2,0.300683552,1952
Significant_Damage_And_Serious_Injuries,46.11872146,11,0,46.03463993,0.602445727,81.42,3,39473.09504,0,0.198115802,10387
Minor_Damage_And_Injuries,77.67123288,2,14,64.76754786,0.371288136,82.49,2,28213.42762,3,0.381682847,6325
Significant_Damage_And_Serious_Injuries,31.96347032,15,0,61.57702826,0.483801659,83.57,2,36109.01287,2,0.488682348,3211
Highly_Fatal_And_Damaging,50.50228311,13,9,47.72105743,0.351454021,77.92,2,29368.16755,2,0.399359326,7579
Significant_Damage_And_Fatalities,29.6803653,13,15,54.92251595,0.43079048,87,2,24744.15842,1,0.335627809,3274
Significant_Damage_And_Serious_Injuries,29.49771689,16,2,62.8532361,0.321522539,85.26,5,36656.54735,3,0.025344491,11342
Highly_Fatal_And_Damaging,56.02739726,12,18,56.06198724,0.388237288,77.74,6,27903.57087,1,0.00670008,10399
Significant_Damage_And_Serious_Injuries,20.0456621,19,8,54.6946217,0.467213127,77.75,7,14240.57263,3,0.001395294,3880
Minor_Damage_And_Injuries,47.48858447,11,0,50.59252507,0.523469888,79.89,2,20134.14523,2,0.266623439,6337
Highly_Fatal_And_Damaging,36.16438356,11,1,67.59343665,0.257332131,80.98,4,27412.26472,1,0.050389694,9532
Significant_Damage_And_Serious_Injuries,52.96803653,9,3,66.72743847,0.311785792,88.62,6,23998.30486,3,0.006300939,3565
Significant_Damage_And_Fatalities,10.86757991,18,2,54.46672744,0.484162279,78.13,4,34345.36342,4,0.062808634,1113
Minor_Damage_And_Injuries,58.40182648,11,5,64.81312671,0.45891886,80.63,2,32702.14799,1,0.442948592,6138
Highly_Fatal_And_Damaging,30.1826484,12,6,62.12397448,0.427905517,80.55,6,17869.27129,2,0.004774618,2925
Significant_Damage_And_Serious_Injuries,50,16,19,48.95168642,0.43187234,76.48,7,22951.83593,3,0.002201649,2017
Significant_Damage_And_Serious_Injuries,40.77625571,13,0,70.19143118,0.546188965,78.23,3,29683.29636,4,0.147944221,11513
Highly_Fatal_And_Damaging,30.77625571,19,2,44.39380128,0.339192932,79.57,3,21741.07941,2,0.107173258,11448
Significant_Damage_And_Serious_Injuries,62.69406393,6,5,80.40109389,0.308540209,78.43,6,28627.91381,1,0.00752627,5193
Highly_Fatal_And_Damaging,64.93150685,9,15,49.68094804,0.347487198,76.3,2,15521.1855,1,0.217882733,5994
Significant_Damage_And_Serious_Injuries,36.75799087,14,10,72.83500456,0.237858637,79.58,1,44088.64526,0,1.605982308,1054
Highly_Fatal_And_Damaging,55.43378995,12,1,50.18231541,0.564219978,77.9,5,44244.62918,2,0.029708181,7303
Significant_Damage_And_Serious_Injuries,19.36073059,19,0,59.89061076,0.523469888,77.97,4,35901.48037,1,0.06657895,10207
Significant_Damage_And_Serious_Injuries,49.5890411,10,3,88.650866,0.173307609,80.98,6,46306.19207,2,0.011699318,7028
Significant_Damage_And_Serious_Injuries,48.72146119,18,19,44.34822242,0.621919221,79.37,6,22727.32152,2,0.005595536,4996
Minor_Damage_And_Injuries,46.48401826,11,13,45.85232452,0.355781464,78.68,3,24518.01247,4,0.121332213,7031
Minor_Damage_And_Injuries,27.94520548,20,6,76.48131267,0.264905157,83.54,5,23270.13309,3,0.01499081,11756
Highly_Fatal_And_Damaging,20.1826484,15,0,85.5515041,0.263823296,78.15,3,33146.07003,1,0.165002364,9431
Minor_Damage_And_Injuries,39.45205479,13,0,48.22242479,0.493899026,81.15,6,45332.30276,4,0.011517092,1954
Significant_Damage_And_Serious_Injuries,29.9543379,16,12,61.39471285,0.443051569,79.39,7,32666.80939,3,0.003086182,5384
Highly_Fatal_And_Damaging,50.50228311,6,3,80.35551504,0.293394158,77.2,4,45606.55361,3,0.082792377,12135
Highly_Fatal_And_Damaging,19.9086758,16,0,64.12944394,0.368763794,78.46,4,55982.29272,2,0.114134652,1867
Highly_Fatal_And_Damaging,27.71689498,13,2,74.79489517,0.361190768,79.85,2,37435.5728,1,0.508617991,3505
Highly_Fatal_And_Damaging,33.83561644,11,1,73.60984503,0.412398846,84.4,1,33963.8106,1,1.249058097,3184
Significant_Damage_And_Fatalities,68.26484018,12,1,73.74658159,0.351454021,81.46,2,29887.80597,0,0.406933962,3713
Significant_Damage_And_Serious_Injuries,47.89954338,11,0,74.88605287,0.306015867,81.13,3,33067.62441,2,0.165002364,7614
Significant_Damage_And_Fatalities,81.46118721,7,3,79.94530538,0.235334295,81.38,7,21640.53466,3,0.001768882,11071
Minor_Damage_And_Injuries,50.1369863,13,12,69.91795807,0.464328164,76.09,2,16200.33643,3,0.209602823,8924
Significant_Damage_And_Fatalities,27.53424658,13,1,43.16317229,0.48596538,79.92,1,30233.19108,2,1.114040918,4270
Highly_Fatal_And_Damaging,25.98173516,14,3,59.61713765,0.426823657,77.25,4,21403.66992,3,0.039861126,11243
Highly_Fatal_And_Damaging,36.11872146,11,7,58.79671832,0.41816877,78.06,4,34804.22081,3,0.064538143,11075
Highly_Fatal_And_Damaging,18.53881279,16,7,62.07839562,0.425381176,81.18,4,26227.63774,3,0.048606633,4257
Minor_Damage_And_Injuries,44.33789954,15,4,93.66453965,0.22920375,83.34,2,30619.78737,2,0.415749786,5394
Highly_Fatal_And_Damaging,12.19178082,18,5,75.43299909,0.290509196,79.84,2,20313.47617,2,0.274727998,9998
Minor_Damage_And_Injuries,45.20547945,15,1,83.91066545,0.231367472,78.02,2,34553.53351,1,0.468290903,7436
Significant_Damage_And_Fatalities,83.65296804,7,1,64.17502279,0.273199423,77.55,7,33393.25319,4,0.003116459,9983
Significant_Damage_And_Fatalities,51.55251142,17,1,56.42661805,0.324768121,76.3,5,36324.943,3,0.024057487,8024
Significant_Damage_And_Serious_Injuries,18.72146119,19,9,82.22424795,0.371648756,84.33,6,56224.44631,2,0.014474365,7320
Significant_Damage_And_Serious_Injuries,33.78995434,15,2,67.27438469,0.387516048,78.59,3,13375.35486,2,0.063996525,5815
Highly_Fatal_And_Damaging,25.66210046,21,10,56.83682771,0.307818969,78.84,7,21723.65491,2,0.001922183,138
Significant_Damage_And_Serious_Injuries,52.96803653,9,1,72.6071103,0.421774973,76.69,3,31688.28837,2,0.15796768,7645
Significant_Damage_And_Fatalities,39.40639269,10,8,53.91978122,0.551598269,80.02,1,21865.11196,3,0.801636301,2564
Highly_Fatal_And_Damaging,13.74429224,17,5,70.73837739,0.324046881,77.92,3,31286.09685,3,0.155972033,4440
Highly_Fatal_And_Damaging,55.25114155,12,8,48.72379216,0.508684457,77.93,3,44516.62973,1,0.219711212,10352
Significant_Damage_And_Serious_Injuries,66.57534247,5,14,48.13126709,0.625164803,79.75,3,42042.61793,2,0.209340193,5432
Minor_Damage_And_Injuries,38.44748858,17,3,70.14585232,0.370927515,80.96,5,31310.54672,2,0.021075799,11129
Highly_Fatal_And_Damaging,15.66210046,17,3,60.16408387,0.281493689,85.9,6,16878.48431,2,0.004461879,12185
Significant_Damage_And_Serious_Injuries,53.83561644,9,3,75.47857794,0.370927515,76.09,2,25019.92995,1,0.337996375,4789
Significant_Damage_And_Serious_Injuries,55.79908676,8,12,77.66636281,0.334865489,82.88,4,29115.93173,3,0.0536168,9514
Significant_Damage_And_Serious_Injuries,29.6347032,16,0,74.79489517,0.384631085,76.85,6,29135.86714,2,0.007092741,10532
Minor_Damage_And_Injuries,57.67123288,11,4,73.97447584,0.232809953,78.67,1,22336.4072,2,0.826575576,7793
Significant_Damage_And_Serious_Injuries,43.65296804,12,10,67.91248861,0.30926145,79.17,3,20822.30944,2,0.104738442,10804
Highly_Fatal_And_Damaging,45.15981735,8,20,77.34731085,0.245792283,82.15,7,51867.84128,3,0.004696116,12124
Highly_Fatal_And_Damaging,22.19178082,15,4,71.0118505,0.334865489,81.26,1,13658.8165,2,0.518572471,9422
Significant_Damage_And_Fatalities,68.63013699,11,4,88.46855059,0.185208078,79.88,3,30107.34664,2,0.149678161,11459
Minor_Damage_And_Injuries,59.40639269,11,16,76.93710119,0.428266138,78.18,2,29288.4481,1,0.393439914,4404
Significant_Damage_And_Fatalities,55.79908676,15,5,80.35551504,0.246513523,79.23,7,5513.586528,3,0.001429418,9806
Minor_Damage_And_Injuries,45.06849315,15,0,69.325433,0.298803462,83.74,2,37349.24946,3,0.503944599,10620
Significant_Damage_And_Serious_Injuries,62.19178082,6,1,73.01731996,0.352175261,79.79,4,34982.99273,2,0.064052972,94
Significant_Damage_And_Fatalities,22.83105023,15,2,47.21969006,0.438724125,79.46,2,27716.34617,1,0.377819605,5799
Significant_Damage_And_Serious_Injuries,41.68949772,13,2,73.97447584,0.414562568,81.02,3,19754.58124,3,0.098496104,7819
Significant_Damage_And_Serious_Injuries,37.30593607,14,7,79.21604376,0.224876307,78.08,6,34929.74042,2,0.008476701,9037
Significant_Damage_And_Serious_Injuries,39.45205479,13,21,69.4165907,0.462885683,79.07,3,44552.86883,4,0.219973374,7187
Highly_Fatal_And_Damaging,53.78995434,9,2,80.674567,0.219827624,81.62,1,29328.14578,3,1.092579887,7343
Significant_Damage_And_Serious_Injuries,29.31506849,16,5,74.33910665,0.232809953,76.16,3,35317.91194,3,0.175319533,8910
Minor_Damage_And_Injuries,35.38812785,18,1,66.18049225,0.430429859,82.31,2,41053.14487,1,0.556158162,1065
Significant_Damage_And_Serious_Injuries,31.50684932,16,5,58.11303555,0.330538045,79.72,6,20387.3562,4,0.005255821,7047
Significant_Damage_And_Serious_Injuries,47.12328767,11,7,61.39471285,0.330898666,82.14,5,39675.1875,2,0.025719249,5164
Highly_Fatal_And_Damaging,48.44748858,14,3,48.08568824,0.441969708,77.69,2,27506.84893,3,0.372872915,10574
Highly_Fatal_And_Damaging,39.36073059,10,1,60.66545123,0.395089073,82.81,4,36221.85839,2,0.06668407,500
Minor_Damage_And_Injuries,76.11872146,6,11,65.13217867,0.356142084,77.1,2,10487.6113,3,0.169198631,6200
Significant_Damage_And_Serious_Injuries,79.6803653,8,22,45.39653601,0.717844212,78.87,7,42042.61793,3,0.004052827,2899
Significant_Damage_And_Serious_Injuries,66.25570776,12,14,46.94621696,0.56602308,79.99,1,31864.08819,3,1.172214296,10367
Highly_Fatal_And_Damaging,42.69406393,9,10,85.18687329,0.281854309,81.73,1,35115.52848,3,1.295201557,7961
Minor_Damage_And_Injuries,19.543379,19,0,38.92433911,0.612543094,88.01,1,33952.91928,2,1.25816103,2392
Significant_Damage_And_Fatalities,45.57077626,18,0,54.55788514,0.369485034,83.01,4,31450.5946,2,0.057707312,8474
Minor_Damage_And_Injuries,33.74429224,18,6,54.19325433,0.592348359,79.2,3,31061.94666,4,0.154648326,12298
Significant_Damage_And_Fatalities,22.73972603,15,2,54.46672744,0.357584565,81.32,4,27318.35843,3,0.050406015,6748
Significant_Damage_And_Serious_Injuries,35.52511416,14,8,72.37921604,0.36371511,76.92,4,30163.10943,2,0.055629647,8813
Significant_Damage_And_Fatalities,20.1826484,15,3,48.3135825,0.460000721,79.09,4,26548.89266,1,0.047663167,5976
Minor_Damage_And_Injuries,48.99543379,14,3,58.47766636,0.387876668,82.99,2,37854.0579,2,0.512529006,11255
Minor_Damage_And_Injuries,52.55707763,13,2,82.1786691,0.26887198,79.54,2,32572.07315,2,0.440815075,9011
Highly_Fatal_And_Damaging,33.60730594,18,12,56.70009116,0.605691309,81.66,5,38272.30046,2,0.025787673,2598
Highly_Fatal_And_Damaging,22.73972603,15,7,73.01731996,0.265987018,81.91,4,29660.96349,1,0.054865468,3693
Minor_Damage_And_Injuries,49.45205479,14,14,67.31996354,0.192059863,88.11,7,34480.6632,2,0.003325821,4973
Significant_Damage_And_Fatalities,61.87214612,13,13,69.5077484,0.246874144,77.27,7,27295.81652,3,0.002483776,1743
Highly_Fatal_And_Damaging,16.52968037,16,4,59.16134913,0.382827984,78.72,1,35522.81412,4,1.307928612,10096
Significant_Damage_And_Fatalities,39.543379,9,2,52.64357338,0.456033898,77.48,4,30820.20887,4,0.05632954,9312
Minor_Damage_And_Injuries,50.1369863,13,12,69.59890611,0.303852146,79.62,4,36389.91282,1,0.066766997,4424
Significant_Damage_And_Fatalities,39.543379,9,1,38.33181404,0.671324198,88.18,4,22647.2609,1,0.041271889,10668
Minor_Damage_And_Injuries,63.65296804,9,12,67.7301732,0.374533718,80.13,5,36375.7755,2,0.024227215,6902
Significant_Damage_And_Fatalities,23.47031963,14,6,53.50957156,0.264544537,76.93,1,18799.48957,2,0.691708669,7880
Highly_Fatal_And_Damaging,24.84018265,14,21,62.03281677,0.527797331,76.07,4,21212.0283,3,0.038347765,8992
Significant_Damage_And_Fatalities,61.78082192,13,13,64.4484959,0.320801298,79.17,7,16545.07182,3,0.00135807,11785
Significant_Damage_And_Serious_Injuries,32.37442922,15,6,63.26344576,0.448460873,76.56,6,24411.82913,2,0.005929593,8068
Significant_Damage_And_Fatalities,64.42922374,13,10,60.16408387,0.542582762,77.61,7,35509.22852,2,0.003214794,6108
Significant_Damage_And_Serious_Injuries,57.12328767,8,10,77.43846855,0.414201947,78.05,3,31378.04283,2,0.155473833,259
Significant_Damage_And_Serious_Injuries,40.63926941,13,8,65.90701914,0.30998269,78.29,2,23123.37793,0,0.309756513,2464
Significant_Damage_And_Fatalities,53.74429224,16,4,53.69188696,0.551598269,83.94,4,30195.73922,1,0.055658724,8488
Highly_Fatal_And_Damaging,16.48401826,16,1,82.1786691,0.144818608,82.97,4,45084.69164,3,0.081120093,6937
Highly_Fatal_And_Damaging,33.51598174,18,12,56.70009116,0.605691309,82.69,3,52378.41562,3,0.257153814,4437
Highly_Fatal_And_Damaging,32.73972603,12,16,73.10847767,0.290148576,79.63,1,43611.81624,0,1.629170565,12008
Minor_Damage_And_Injuries,54.10958904,12,1,59.16134913,0.355060224,83.12,2,41368.5261,3,0.558462255,747
Significant_Damage_And_Serious_Injuries,66.57534247,5,4,58.20419325,0.307458348,80.71,3,20292.70582,1,0.10150267,6926
Highly_Fatal_And_Damaging,56.52968037,12,0,39.83591613,0.486326001,77.25,2,49762.79706,1,0.674011436,6465
Significant_Damage_And_Serious_Injuries,33.74429224,15,16,70.14585232,0.299885323,81.85,6,28793.16869,3,0.007330248,4396
Significant_Damage_And_Serious_Injuries,37.07762557,14,16,77.93983592,0.298082221,82.75,6,22637.52467,1,0.005761944,5012
Highly_Fatal_And_Damaging,28.72146119,20,5,56.5633546,0.351093401,88.39,4,18640.07253,2,0.03389422,4412
Highly_Fatal_And_Damaging,43.65296804,15,7,49.81768459,0.408432023,77.75,4,14515.79515,2,0.026105531,5897
Highly_Fatal_And_Damaging,31.14155251,12,5,85.59708295,0.29663974,83.01,1,27037.41641,4,1.006584369,43
Significant_Damage_And_Fatalities,28.90410959,13,6,50.68368277,0.481277317,77.74,4,36010.89648,3,0.066531454,5574
